	Domain	Phylum	Class	Order	Family	Genus	Species
15068990128fd5a1c1c7582cb1195c8b	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	
bfc392f72933bc74d55351f4fb4d759e	Bacteria	Actinobacteria	Actinobacteria				
c8a6ca6d18a3a26cbb04cdefb2d7767b	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Haloimpatiens	
ac40fea4e01aa68332166a514c19fe08	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	AAP99	unculturedbacterium
7569d7694a0fd7e1b1971db8c1ff1dfe	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	
f8f07eca53143e132f35df9f569ba6a5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Haloimpatiens	
74a064be6fceaaef1ecc015246625669	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	
39f95c860af015b937adc511bca6986e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
96068a932c753f35574cefbd6c8a3ba0	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20	unculturedbacterium
f62cab0fc37def9a60c33ce32f51ac1a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
a1378cd44e3ac44c3b41f8f2dd50dd93	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
8447d3002b5686885a4a6b0fd8b7449a	Bacteria	Patescibacteria	Parcubacteria				
bed294101544e943c404b1ecde616f20	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
836950b57b8e1c77e2b140e806e425d9	Bacteria	Proteobacteria	Gammaproteobacteria				
3250da8a6f333c4f63b2069417b8e774	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	
05ef191aa2e6de11e943d8cb67c708a5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
8b1dbb25385f466974f3ea0b14e30fc8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
ac85772842ecfc5c819bb9632e5eae01	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
c05074ff81f57e9be2fc23d3c0030914	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
fa478a72e34f90ae2d1e2217e04359b1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
aa91a669ed20f955ece3c2277002de13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
8946bbbacfa60224b10e60697b6c335a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
aa151855a93c0f7faaca70ed047bfdc0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	unidentified
199e4416b271a2292ec7efde74c76f49	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
d4f6990cdd23210fd9b3a7be9bb7d583	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
54e4b27071c9de92ef85429a9f289ade	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium9	
1cafedfda4d03e1666f0a6b5362e8ffb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
8aa2463ae85d698344342e521793b8c2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
7f6db1dd5375048862b1b6b67f0400d8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	uncultured	
66aeb6ce70b4d1105cb5886cb33e3ca7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
2ff582a29a49c52b838194ff4c138914	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto1	
e8eb29f618e809daa66e67b636e3776a	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
3b741bb6429adc19a90e96f56353dd9b	Bacteria	Dependentiae	Babeliae	Babeliales	unculturedsoilbacterium	unculturedsoilbacterium	unculturedsoilbacterium
59821bee852f9f217200b4af96d373e4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
697cf093f35d6e963b013fcc23d76dea	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Aquitalea	
bdf8ea20c312eedae3a485c6601cdb99	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
69832cf0f2958790d5bedbfff534b079	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
f6a95d9961440bae9578eff61a36877c	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
8b1e31480b7228f5f7fa37202240ba6c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Fonticella	
f16fbf76fc523471526a32b21cfa59cc	Bacteria	Firmicutes					
45c16bc51ce380991352e76976d2f88b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
6935a017045995a70208467506f5534a	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
5577381e27a8ee7ce17ca6a065efa057	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
792955a1d081ccbcb78253656ae50f7b	Bacteria	Verrucomicrobia	Verrucomicrobiae	LD1-PB3			
224fd2a8059e0cb5287f7449f594b109	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae		
a04056ca76537b0a404e98a16ad14051	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-005	
7a88c33f2f810a8da30ec3e16d056fe8	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	CandidatusXiphinematobacter	
7dbe88f201c3a5eecc8aff253e580a6a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium6	
acaabef2a40b05345b22e2720a2827e5	Bacteria						
e2829560ad1e796bebb56d909c7fb12d	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	
59f626031207be217413a803cf75bd4d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
c7397359e843cda94059425d02215a4e	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
e62e37586e46286fdfecfeade4627cb1	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	uncultured	
ecdb9313e7edee7211dca405800c8b1f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
d88d2122704334d8bf65bb02f88ab067	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
50a5a911940ded05f0a8e95d3df08d30	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
e7ccaea4c29c905922b8650e3e2f86a9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
4e86d04e40362bee8776e545375f7e91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
fb587ab621de5d99d489942648500139	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
2a3ba64aef1f3a75d13a4b317d7e3516	Bacteria						
62e34044ee148dee6b327b162b0db56e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	
f894ac8a818a1822df6af07369a42123	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	
4a28a5a8b7493faeb9587b59bb1f9aaa	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	unculturedbacterium
cc89fc1a0803dc373b27734314636bb4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
e29f5c4066d7d7c897fb5389b135d6d0	Bacteria	Bacteroidetes	Bacteroidia	BacteroidetesVC2.1Bac22	unculturedBacteroidetesbacterium	unculturedBacteroidetesbacterium	unculturedBacteroidetesbacterium
90d79270ab98102bf1a26a19096bfe8b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium5	unculturedorganism
cb57a7c0e4392ac46ad46cd6cf40eb9b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]xylanophilumgroup	
792661eea49224a2b5bc1039902d75f4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
f3f241541bc8d62abe7a73d232bbf62a	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
7f328c28fe03954ed3e2f841fd0464e9	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Aquitalea	
c73c69c8fc95d7ae169ec3d459ada37e	Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Plasticicumulans	
6eb5d96eec7f1ca149d3383adc5d22b2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
bce8cdd5419033a77be7a1914440dffc	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae		
0895064bb2f9d9f881c8b7eb25893fc2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
1cd66c9fdccc478c669695a00152391b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
069c1e43665f234e71ab127d6d5e2fb2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
10b54eb253f6473e82258cc829ccc8ed	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4marinegroup	
51d87b0da6e40ffc280bc66c86674200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	unculturedbacterium
a791e015f2c502428de7431d7f950b8e	Bacteria	Dependentiae	Babeliae	Babeliales			
09f12b2dca385c8c8dcd1b2f6190593e	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella	
cf5ff1f773328075a6e5e5b009f3c079	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	marinemetagenome
825bd6ed4fbff5eb80a7c698ffa67481	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
c7b3aeae790fddd6ceb86856db4bc5db	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	unculturedbacterium	unculturedbacterium
c8048dc6d5a4594fc5d0de4bf1293795	Bacteria	Dependentiae	Babeliae	Babeliales			
788d3c52f8b83de20dc007303d295e7b	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	CandidatusAquiluna	
69e1a6cb01ddd11e597115d73b5ca88d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
cbd59d0a793bda91696a54f00918980a	Bacteria	Gemmatimonadetes	BD2-11terrestrialgroup				
80ffd4b065e22ba5825c13432bc95f67	Bacteria	Verrucomicrobia	Verrucomicrobiae	LD1-PB3			
0ceadcc69b16d52cc45b1fa78d9e0d74	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
76b37e21d00e3a7fe96be478db34f3fd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
be19edaf6c66c772930381d6216d3d3b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
70036a3df1082321e71dcb9e66a08107	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
70c1ce9849f3ead023e71d62fe53d478	Bacteria	Acidobacteria	Blastocatellia(Subgroup4)	Blastocatellales	Blastocatellaceae		
bddb391233e86b2cc1962d47e336ec3e	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	
d527d61784465d134786e402112cf125	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae		
2e0070d8c5f9bf957269ed0fba86a4da	Bacteria	Proteobacteria	Alphaproteobacteria				
cb6931d64561d546827c9ade95bbf9ff	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-005	unculturedClostridialesbacterium
e87a5c5f3e8a952246811ef4df7e8699	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
e74d2a3b5d48fa2ad73284110400693f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus1	
a2bc0a0cc1d9a54885b17e2187723425	Bacteria	Firmicutes	Clostridia	Clostridiales	FamilyXI	Sedimentibacter	Sedimentibacterhongkongensis
dfa62ecc4aaa51635e335803b1067a52	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	
3eeea1ecd92b6d687034b9709bf87d7a	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesvadinBB60group	unculturedbacterium	unculturedbacterium
4ac574688c6e6ff4344e7310c559a29b	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)		
764d0a23d9ebc817c3f4ab726f333f61	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
1eee676c0410932dfc9e3d3fa7b87591	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
d5d6435e98bd35a1ccf6cc188464a96e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
385b73be806f0e43060f26058ea90a97	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11clade	CladeIII		
aed6565c547a7afb387d2521cc805967	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	
cb91f95eea310c3dd606ed73859126e4	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
dad14ea29572991d60943f616cc22be5	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	
3770598a039dfdd7820ab6b1b32d59cd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
b1f624692b3cc5680397402fbf3cd633	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	
fcf2bd49ffcc8fe312b8c5b7e8f1b279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-004	unculturedbacterium
0b3755c4d60f8264fd662a0061feb81d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
63a140a08d2d15906a84f7c7cf8db4e9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeFCS020group	mousegutmetagenome
3a84572e57f8e88e4dfa29edf2553e69	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium]coprostanoligenesgroup	gutmetagenome
f3edfbaefa318bb6083dde71caba7d39	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
646b4c93162c22bf059eef658e32976f	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	
15d851d1359cded94a7cb9b8705ded78	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
30c17f7eab59aacd4d69ffa8975bbb03	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)	Granulicella	
5a997b9ca9328ae371161e43d8cd4068	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto7	
f6df50b43abd445fbc4225882cf7e8f5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto7	
7306549f3fbde4207d5e54f359f2b54c	Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Plasticicumulans	
8cc43660f85a00b7fa8e4237f6e2fc26	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	
52e777dccd5ca86ffda52f8eb1fcdb16	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
e0594190467b6ac3b821b0dda43854df	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
0d9139a9772c69e478bb5320d604cc59	Bacteria	Firmicutes	Clostridia	Clostridiales			
55f54bfdbe81d30a2518ff657275ad00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
5d6e98be86849e4a9e09f60e9e22be08	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	A2	unculturedbacterium
ba61ef949be1f2838ef329424372f9f0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
c22bb95f74a0f7d1f3f00a15668be745	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	ErysipelotrichaceaeUCG-004	unculturedbacterium
849b66f6d53f9dc632473beaf4baca30	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11clade	CladeI	CladeIa	
2274ff69d0ea177339dabcb4662ab5bf	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
52e4650f3b2124d12398466216924ed0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	uncultured	
5abc42ec900406a4937d5ef95430864d	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
5dbe44b4205bcbc4bdeacb4493121b84	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
df483d64478748b2f6a3af0ad1df4249	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	unculturedSphingobacterialesbacterium	unculturedSphingobacterialesbacterium
b5a935d2384d022ee7f893f4d5a36139	Bacteria						
3d35d200073ec314be458e3f8c154203	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	Clostridiumsp.Culture-54
effd91bc465a05071ab6b7aab1e3aed3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
c38d8764bd8aa552d5ee930aa96e7368	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae	Methylobacter	unculturedMethylococcalesbacterium
b3a3b41703ba0878a3365925265f7d26	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	FamilyIII	Thermoanaerobacterium	
27c80271a430b1b6db08f3c4b658665a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
8ca9c320f3f272c78b726599ce1eec66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
635bf66a03efd8ecd01ec614b1e36705	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
a01bb24aa58916428ad5d43d03e0e5c4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
7e8a42ff8ca37aaac06105d4c971d451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
794846aade7942cb60de3a99484767b1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula	unculturedplanctomycete
3eb49b3d02c3a8f77175026b1c70e319	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
0ee24c2c166e1d1d9185311d7faa193c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesUCG-001		
4d0c5303d6aa4ca49909e71e6b547571	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Meniscus	unculturedBacteroidetesbacterium
c48da2c3b10614705a8d2b37ed6051be	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto1	
4ff7a872be33a843ed620ba7a33b0c2e	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	
717cb0044145763a8da3f7eae0d63ab8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
61acf6c83592e1577a862f3a974b3aad	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
c5cbddc3243172ae560211737d863a49	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
6bef11efecf8e85a8eb3f63a901ff185	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeUCG-001	unculturedbacterium
d3de4cd8728ab0d7417a83d2ab1747ac	Bacteria	Bacteroidetes	Bacteroidia	BacteroidetesVC2.1Bac22	unculturedBacteroidetesbacterium	unculturedBacteroidetesbacterium	unculturedBacteroidetesbacterium
a7e1cd3589768a470ee7d526dc40219a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
ccbf5c0bc8a2f5d760599c5f357c8a8d	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
3809f46a08645a31d7b2472f4bc84db3	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
384db4bbf737066dfa943031e3e81b84	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	
25f8bb2fa237634a73f445172f551120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
3cfe68e3b1bb1ede9eee1ec8ef0e5147	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	
cc349d0ae92d6eca1f087be1c0631c89	Archaea	Nanoarchaeaeota	Woesearchaeia	archaeonGW2011_AR13	archaeonGW2011_AR13	archaeonGW2011_AR13	archaeonGW2011_AR13
1ff8b46e214a85fe78500bf1547622c8	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996marinegroup	unculturedVerrucomicrobialesbacteriumHF0070_30L02
c77d0f18c770504ef2e536e2b2b26769	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
2a1e22705935639eb714e48d7c351de9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
39de4afba1549d969e8f3faa8297f898	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
bb649ca0e49d632a9cef65872bbebd18	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
2352f0e70fee2b0c65d7d35d63f741c4	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
94e4520f8f675402e616722024095c5a	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	
2e212889b2cc6443ff0fbd1106d4f5aa	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae		
ca6f38fd250d427f03a662f55398732a	Bacteria	Dependentiae	Babeliae	Babeliales			
8f80472f342dae07490a39f39909bb14	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	unculturedbacterium
aed9b2e5c631f6a38b6264c3b54e100a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
af67f5b49be7085e13bfd1aee007eb0a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
093b712d2c0d695a2b0d5dd6bc5b4b29	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
9b6102f7d54e380b43ba42a474caa5a6	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
0987840c438895d70c2cd362f64d9cc3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
41f22c5b83bc2a46370d0421e3cdfb3a	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1		
645a6555f5a8542e294541857312eb92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
90c8678ce8b0403b133a83853421c0c8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
ba67ecd4d2a275592d0b4f9c40420035	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	
7d41acbe1a8cfe53f5f6a3802831b3e6	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	
b4f1a8bad594012d2b107400f2dad2cd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesUCG-001		
2d319b078195a11f9cb51c104cfbe0d0	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesvadinBB60group	unculturedbacterium	unculturedbacterium
7388ccccf7822f90d5d4edbf1d401b38	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesvadinBB60group	unculturedbacterium	unculturedbacterium
a0c94f4f731bb51f1a99fb6b9e640fbb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RikenellaceaeRC9gutgroup	unculturedorganism
5ee1f138ade3ae5564ebe5a49ebce5ec	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	
bd4195752bfb9001dd737409996380d6	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	
5701e1092cdf87616ff790b1cce2eb33	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
3fa52ea6af16bfb8098f6df6b615a4e3	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
06e0899e92ee219581cc8456c83d2caa	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
487d3cb5e8e529e18f3d65ac09e8372d	Bacteria	Acidobacteria	Blastocatellia(Subgroup4)	24-Nov			
d5bdabcf1969e1e7fb84043b04db73e5	Bacteria	Marinimicrobia(SAR406clade)	MarinimicrobiabacteriumSCGCAAA160-I06	MarinimicrobiabacteriumSCGCAAA160-I06	MarinimicrobiabacteriumSCGCAAA160-I06	MarinimicrobiabacteriumSCGCAAA160-I06	MarinimicrobiabacteriumSCGCAAA160-I06
c39a4d572c5e8cfda4a138316121ebdd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
fe71cb85114a19a193b82f15f59fba91	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	
f788f3a9f4ed6039ff588925d37d1572	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	DMER64	
f57517f9f0fe5ad773320522689bacdf	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured	unculturedbacterium
896e194abc42b50033bde35dfe8d22fa	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
4a90d5dfcb3b888a49f8dcef615b1c92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
